Time,Produzione (W)
21/10/2019 00:00,"0"
21/10/2019 00:15,"0"
21/10/2019 00:30,"0"
21/10/2019 00:45,"0"
21/10/2019 01:00,"0"
21/10/2019 01:15,"0"
21/10/2019 01:30,"0"
21/10/2019 01:45,"0"
21/10/2019 02:00,"0"
21/10/2019 02:15,"0"
21/10/2019 02:30,"0"
21/10/2019 02:45,"0"
21/10/2019 03:00,"0"
21/10/2019 03:15,"0"
21/10/2019 03:30,"0"
21/10/2019 03:45,"0"
21/10/2019 04:00,"0"
21/10/2019 04:15,"0"
21/10/2019 04:30,"0"
21/10/2019 04:45,"0"
21/10/2019 05:00,"0"
21/10/2019 05:15,"0"
21/10/2019 05:30,"0"
21/10/2019 05:45,"0"
21/10/2019 06:00,"0"
21/10/2019 06:15,"0"
21/10/2019 06:30,"0"
21/10/2019 06:45,"0"
21/10/2019 07:00,"0"
21/10/2019 07:15,"0"
21/10/2019 07:30,"0"
21/10/2019 07:45,"0"
21/10/2019 08:00,"0"
21/10/2019 08:15,"0"
21/10/2019 08:30,"0"
21/10/2019 08:45,"0"
21/10/2019 09:00,"0"
21/10/2019 09:15,"0"
21/10/2019 09:30,"0"
21/10/2019 09:45,"0"
21/10/2019 10:00,"0"
21/10/2019 10:15,"0"
21/10/2019 10:30,"0"
21/10/2019 10:45,"0"
21/10/2019 11:00,"0"
21/10/2019 11:15,"0"
21/10/2019 11:30,"0"
21/10/2019 11:45,"0"
21/10/2019 12:00,"0"
21/10/2019 12:15,"0"
21/10/2019 12:30,"0"
21/10/2019 12:45,"0"
21/10/2019 13:00,"0"
21/10/2019 13:15,"0"
21/10/2019 13:30,"0"
21/10/2019 13:45,"0"
21/10/2019 14:00,"0"
21/10/2019 14:15,"0"
21/10/2019 14:30,"0"
21/10/2019 14:45,"0"
21/10/2019 15:00,"0"
21/10/2019 15:15,"0"
21/10/2019 15:30,"0"
21/10/2019 15:45,"0"
21/10/2019 16:00,"0"
21/10/2019 16:15,"0"
21/10/2019 16:30,"0"
21/10/2019 16:45,"0"
21/10/2019 17:00,"0"
21/10/2019 17:15,"0"
21/10/2019 17:30,"0"
21/10/2019 17:45,"0"
21/10/2019 18:00,"0"
21/10/2019 18:15,"0"
21/10/2019 18:30,"0"
21/10/2019 18:45,"0"
21/10/2019 19:00,"0"
21/10/2019 19:15,"0"
21/10/2019 19:30,"0"
21/10/2019 19:45,"0"
21/10/2019 20:00,"0"
21/10/2019 20:15,"0"
21/10/2019 20:30,"0"
21/10/2019 20:45,"0"
21/10/2019 21:00,"0"
21/10/2019 21:15,"0"
21/10/2019 21:30,"0"
21/10/2019 21:45,"0"
21/10/2019 22:00,"0"
21/10/2019 22:15,"0"
21/10/2019 22:30,"0"
21/10/2019 22:45,"0"
21/10/2019 23:00,"0"
21/10/2019 23:15,"0"
21/10/2019 23:30,"0"
21/10/2019 23:45,"0"
22/10/2019 00:00,"0"
22/10/2019 00:15,"0"
22/10/2019 00:30,"0"
22/10/2019 00:45,"0"
22/10/2019 01:00,"0"
22/10/2019 01:15,"0"
22/10/2019 01:30,"0"
22/10/2019 01:45,"0"
22/10/2019 02:00,"0"
22/10/2019 02:15,"0"
22/10/2019 02:30,"0"
22/10/2019 02:45,"0"
22/10/2019 03:00,"0"
22/10/2019 03:15,"0"
22/10/2019 03:30,"0"
22/10/2019 03:45,"0"
22/10/2019 04:00,"0"
22/10/2019 04:15,"0"
22/10/2019 04:30,"0"
22/10/2019 04:45,"0"
22/10/2019 05:00,"0"
22/10/2019 05:15,"0"
22/10/2019 05:30,"0"
22/10/2019 05:45,"0"
22/10/2019 06:00,"0"
22/10/2019 06:15,"0"
22/10/2019 06:30,"0"
22/10/2019 06:45,"0"
22/10/2019 07:00,"0"
22/10/2019 07:15,"0"
22/10/2019 07:30,"0"
22/10/2019 07:45,"0"
22/10/2019 08:00,"0"
22/10/2019 08:15,"0"
22/10/2019 08:30,"0"
22/10/2019 08:45,"0"
22/10/2019 09:00,"0"
22/10/2019 09:15,"0"
22/10/2019 09:30,"0"
22/10/2019 09:45,"0"
22/10/2019 10:00,"0"
22/10/2019 10:15,"0"
22/10/2019 10:30,"0"
22/10/2019 10:45,"0"
22/10/2019 11:00,"0"
22/10/2019 11:15,"0"
22/10/2019 11:30,"0"
22/10/2019 11:45,"0"
22/10/2019 12:00,"0"
22/10/2019 12:15,"0"
22/10/2019 12:30,"0"
22/10/2019 12:45,"0"
22/10/2019 13:00,"0"
22/10/2019 13:15,"0"
22/10/2019 13:30,"20457"
22/10/2019 13:45,"14720.667"
22/10/2019 14:00,"35372"
22/10/2019 14:15,"33473.5"
22/10/2019 14:30,"30588"
22/10/2019 14:45,"31424.668"
22/10/2019 15:00,"7723"
22/10/2019 15:15,"26051.668"
22/10/2019 15:30,"20844.334"
22/10/2019 15:45,"20545.666"
22/10/2019 16:00,"18480"
22/10/2019 16:15,"14662"
22/10/2019 16:30,"9828"
22/10/2019 16:45,"4587.667"
22/10/2019 17:00,"2596.3333"
22/10/2019 17:15,"3235.6667"
22/10/2019 17:30,"1851.3333"
22/10/2019 17:45,"969"
22/10/2019 18:00,"156.6667"
22/10/2019 18:15,"0"
22/10/2019 18:30,"0"
22/10/2019 18:45,"0"
22/10/2019 19:00,"0"
22/10/2019 19:15,"0"
22/10/2019 19:30,"0"
22/10/2019 19:45,"0"
22/10/2019 20:00,"0"
22/10/2019 20:15,"0"
22/10/2019 20:30,"0"
22/10/2019 20:45,"0"
22/10/2019 21:00,"0"
22/10/2019 21:15,"0"
22/10/2019 21:30,"0"
22/10/2019 21:45,"0"
22/10/2019 22:00,"0"
22/10/2019 22:15,"0"
22/10/2019 22:30,"0"
22/10/2019 22:45,"0"
22/10/2019 23:00,"0"
22/10/2019 23:15,"0"
22/10/2019 23:30,"0"
22/10/2019 23:45,"0"
23/10/2019 00:00,"0"
23/10/2019 00:15,"0"
23/10/2019 00:30,"0"
23/10/2019 00:45,"0"
23/10/2019 01:00,"0"
23/10/2019 01:15,"0"
23/10/2019 01:30,"0"
23/10/2019 01:45,"0"
23/10/2019 02:00,"0"
23/10/2019 02:15,"0"
23/10/2019 02:30,"0"
23/10/2019 02:45,"0"
23/10/2019 03:00,"0"
23/10/2019 03:15,"0"
23/10/2019 03:30,"0"
23/10/2019 03:45,"0"
23/10/2019 04:00,"0"
23/10/2019 04:15,"0"
23/10/2019 04:30,"0"
23/10/2019 04:45,"0"
23/10/2019 05:00,"0"
23/10/2019 05:15,"0"
23/10/2019 05:30,"0"
23/10/2019 05:45,"0"
23/10/2019 06:00,"0"
23/10/2019 06:15,"0"
23/10/2019 06:30,"0"
23/10/2019 06:45,"0"
23/10/2019 07:00,"0"
23/10/2019 07:15,"0"
23/10/2019 07:30,"0"
23/10/2019 07:45,"20.6667"
23/10/2019 08:00,"777"
23/10/2019 08:15,"2036.6666"
23/10/2019 08:30,"3937"
23/10/2019 08:45,"5476.3335"
23/10/2019 09:00,"7183.3335"
23/10/2019 09:15,"9797"
23/10/2019 09:30,"13183"
23/10/2019 09:45,"15486.666"
23/10/2019 10:00,"17197.334"
23/10/2019 10:15,"22578.334"
23/10/2019 10:30,"24955.666"
23/10/2019 10:45,"25920.332"
23/10/2019 11:00,"25614"
23/10/2019 11:15,"31863.332"
23/10/2019 11:30,"33382.668"
23/10/2019 11:45,"35546"
23/10/2019 12:00,"35935.668"
23/10/2019 12:15,"35946"
23/10/2019 12:30,"38136"
23/10/2019 12:45,"38382.6641"
23/10/2019 13:00,"38551.3359"
23/10/2019 13:15,"37719.332"
23/10/2019 13:30,"37847.332"
23/10/2019 13:45,"37610.668"
23/10/2019 14:00,"32132.668"
23/10/2019 14:15,"31739"
23/10/2019 14:30,"25571.668"
23/10/2019 14:45,"23666.334"
23/10/2019 15:00,"22799.668"
23/10/2019 15:15,"21908.332"
23/10/2019 15:30,"15317.333"
23/10/2019 15:45,"9898.334"
23/10/2019 16:00,"14512"
23/10/2019 16:15,"14299"
23/10/2019 16:30,"11920"
23/10/2019 16:45,"9748"
23/10/2019 17:00,"7051.333"
23/10/2019 17:15,"4094.6665"
23/10/2019 17:30,"2374"
23/10/2019 17:45,"973"
23/10/2019 18:00,"102"
23/10/2019 18:15,"0"
23/10/2019 18:30,"0"
23/10/2019 18:45,"0"
23/10/2019 19:00,"0"
23/10/2019 19:15,"0"
23/10/2019 19:30,"0"
23/10/2019 19:45,"0"
23/10/2019 20:00,"0"
23/10/2019 20:15,"0"
23/10/2019 20:30,"0"
23/10/2019 20:45,"0"
23/10/2019 21:00,"0"
23/10/2019 21:15,"0"
23/10/2019 21:30,"0"
23/10/2019 21:45,"0"
23/10/2019 22:00,"0"
23/10/2019 22:15,"0"
23/10/2019 22:30,"0"
23/10/2019 22:45,"0"
23/10/2019 23:00,"0"
23/10/2019 23:15,"0"
23/10/2019 23:30,"0"
23/10/2019 23:45,"0"
24/10/2019 00:00,"0"
24/10/2019 00:15,"0"
24/10/2019 00:30,"0"
24/10/2019 00:45,"0"
24/10/2019 01:00,"0"
24/10/2019 01:15,"0"
24/10/2019 01:30,"0"
24/10/2019 01:45,"0"
24/10/2019 02:00,"0"
24/10/2019 02:15,"0"
24/10/2019 02:30,"0"
24/10/2019 02:45,"0"
24/10/2019 03:00,"0"
24/10/2019 03:15,"0"
24/10/2019 03:30,"0"
24/10/2019 03:45,"0"
24/10/2019 04:00,"0"
24/10/2019 04:15,"0"
24/10/2019 04:30,"0"
24/10/2019 04:45,"0"
24/10/2019 05:00,"0"
24/10/2019 05:15,"0"
24/10/2019 05:30,"0"
24/10/2019 05:45,"0"
24/10/2019 06:00,"0"
24/10/2019 06:15,"0"
24/10/2019 06:30,"0"
24/10/2019 06:45,"0"
24/10/2019 07:00,"0"
24/10/2019 07:15,"0"
24/10/2019 07:30,"0"
24/10/2019 07:45,"0"
24/10/2019 08:00,"210.6667"
24/10/2019 08:15,"725.3334"
24/10/2019 08:30,"1223"
24/10/2019 08:45,"4600"
24/10/2019 09:00,"5128.667"
24/10/2019 09:15,"8731.333"
24/10/2019 09:30,"6416.3335"
24/10/2019 09:45,"1809.6667"
24/10/2019 10:00,"4225.3335"
24/10/2019 10:15,"5896"
24/10/2019 10:30,"5976"
24/10/2019 10:45,"3361.3335"
24/10/2019 11:00,"3589.3335"
24/10/2019 11:15,"3323.3335"
24/10/2019 11:30,"3645.6665"
24/10/2019 11:45,"2156.3333"
24/10/2019 12:00,"4713"
24/10/2019 12:15,"5755.3335"
24/10/2019 12:30,"6918"
24/10/2019 12:45,"0"
24/10/2019 13:00,"0"
24/10/2019 13:15,"0"
24/10/2019 13:30,"0"
24/10/2019 13:45,"0"
24/10/2019 14:00,"0"
24/10/2019 14:15,"0"
24/10/2019 14:30,"0"
24/10/2019 14:45,"0"
24/10/2019 15:00,"0"
24/10/2019 15:15,"0"
24/10/2019 15:30,"0"
24/10/2019 15:45,"0"
24/10/2019 16:00,"0"
24/10/2019 16:15,"0"
24/10/2019 16:30,"0"
24/10/2019 16:45,"0"
24/10/2019 17:00,"0"
24/10/2019 17:15,"0"
24/10/2019 17:30,"0"
24/10/2019 17:45,"0"
24/10/2019 18:00,"0"
24/10/2019 18:15,"0"
24/10/2019 18:30,"0"
24/10/2019 18:45,"0"
24/10/2019 19:00,"0"
24/10/2019 19:15,"0"
24/10/2019 19:30,"0"
24/10/2019 19:45,"0"
24/10/2019 20:00,"0"
24/10/2019 20:15,"0"
24/10/2019 20:30,"0"
24/10/2019 20:45,"0"
24/10/2019 21:00,"0"
24/10/2019 21:15,"0"
24/10/2019 21:30,"0"
24/10/2019 21:45,"0"
24/10/2019 22:00,"0"
24/10/2019 22:15,"0"
24/10/2019 22:30,"0"
24/10/2019 22:45,"0"
24/10/2019 23:00,"0"
24/10/2019 23:15,"0"
24/10/2019 23:30,"0"
24/10/2019 23:45,"0"
25/10/2019 00:00,"0"
25/10/2019 00:15,"0"
25/10/2019 00:30,"0"
25/10/2019 00:45,"0"
25/10/2019 01:00,"0"
25/10/2019 01:15,"0"
25/10/2019 01:30,"0"
25/10/2019 01:45,"0"
