Time,Produzione (W)
24/02/2020 00:00,"0"
24/02/2020 00:15,"0"
24/02/2020 00:30,"0"
24/02/2020 00:45,"0"
24/02/2020 01:00,"0"
24/02/2020 01:15,"0"
24/02/2020 01:30,"0"
24/02/2020 01:45,"0"
24/02/2020 02:00,"0"
24/02/2020 02:15,"0"
24/02/2020 02:30,"0"
24/02/2020 02:45,"0"
24/02/2020 03:00,"0"
24/02/2020 03:15,"0"
24/02/2020 03:30,"0"
24/02/2020 03:45,"0"
24/02/2020 04:00,"0"
24/02/2020 04:15,"0"
24/02/2020 04:30,"0"
24/02/2020 04:45,"0"
24/02/2020 05:00,"0"
24/02/2020 05:15,"0"
24/02/2020 05:30,"0"
24/02/2020 05:45,"0"
24/02/2020 06:00,"0"
24/02/2020 06:15,"0"
24/02/2020 06:30,"0"
24/02/2020 06:45,"0"
24/02/2020 07:00,"0"
24/02/2020 07:15,"434.3333"
24/02/2020 07:30,"1745"
24/02/2020 07:45,"3445.6667"
24/02/2020 08:00,"5448.6665"
24/02/2020 08:15,"6591"
24/02/2020 08:30,"7184.0005"
24/02/2020 08:45,"9501"
24/02/2020 09:00,"15560.334"
24/02/2020 09:15,"19201"
24/02/2020 09:30,"23731.334"
24/02/2020 09:45,"26715.666"
24/02/2020 10:00,"29979.668"
24/02/2020 10:15,"32272.668"
24/02/2020 10:30,"35189.6641"
24/02/2020 10:45,"37505.3359"
24/02/2020 11:00,"38379.332"
24/02/2020 11:15,"41292.0039"
24/02/2020 11:30,"42418.8359"
24/02/2020 11:45,"43776.3359"
24/02/2020 12:00,"44561.0039"
24/02/2020 12:15,"44761"
24/02/2020 12:30,"44740.668"
24/02/2020 12:45,"45552.9961"
24/02/2020 13:00,"45471"
24/02/2020 13:15,"44214.668"
24/02/2020 13:30,"42616.332"
24/02/2020 13:45,"41377"
24/02/2020 14:00,"39585.3359"
24/02/2020 14:15,"35741.668"
24/02/2020 14:30,"32752.6641"
24/02/2020 14:45,"29049"
24/02/2020 15:00,"28385.332"
24/02/2020 15:15,"23060.334"
24/02/2020 15:30,"21176.334"
24/02/2020 15:45,"17882"
24/02/2020 16:00,"14694.334"
24/02/2020 16:15,"8248.167"
24/02/2020 16:30,"6379.6665"
24/02/2020 16:45,"5425.333"
24/02/2020 17:00,"3680.5"
24/02/2020 17:15,"1857"
24/02/2020 17:30,"600.6666"
24/02/2020 17:45,"5"
24/02/2020 18:00,"0"
24/02/2020 18:15,"0"
24/02/2020 18:30,"0"
24/02/2020 18:45,"0"
24/02/2020 19:00,"0"
24/02/2020 19:15,"0"
24/02/2020 19:30,"0"
24/02/2020 19:45,"0"
24/02/2020 20:00,"0"
24/02/2020 20:15,"0"
24/02/2020 20:30,"0"
24/02/2020 20:45,"0"
24/02/2020 21:00,"0"
24/02/2020 21:15,"0"
24/02/2020 21:30,"0"
24/02/2020 21:45,"0"
24/02/2020 22:00,"0"
24/02/2020 22:15,"0"
24/02/2020 22:30,"0"
24/02/2020 22:45,"0"
24/02/2020 23:00,"0"
24/02/2020 23:15,"0"
24/02/2020 23:30,"0"
24/02/2020 23:45,"0"
25/02/2020 00:00,"0"
25/02/2020 00:15,"0"
25/02/2020 00:30,"0"
25/02/2020 00:45,"0"
25/02/2020 01:00,"0"
25/02/2020 01:15,"0"
25/02/2020 01:30,"0"
25/02/2020 01:45,"0"
25/02/2020 02:00,"0"
25/02/2020 02:15,"0"
25/02/2020 02:30,"0"
25/02/2020 02:45,"0"
25/02/2020 03:00,"0"
25/02/2020 03:15,"0"
25/02/2020 03:30,"0"
25/02/2020 03:45,"0"
25/02/2020 04:00,"0"
25/02/2020 04:15,"0"
25/02/2020 04:30,"0"
25/02/2020 04:45,"0"
25/02/2020 05:00,"0"
25/02/2020 05:15,"0"
25/02/2020 05:30,"0"
25/02/2020 05:45,"0"
25/02/2020 06:00,"0"
25/02/2020 06:15,"0"
25/02/2020 06:30,"0"
25/02/2020 06:45,"0"
25/02/2020 07:00,"0"
25/02/2020 07:15,"0"
25/02/2020 07:30,"0"
25/02/2020 07:45,"177"
25/02/2020 08:00,"626.6666"
25/02/2020 08:15,"936.6667"
25/02/2020 08:30,"1776.6667"
25/02/2020 08:45,"3024.3333"
25/02/2020 09:00,"3304.6667"
25/02/2020 09:15,"5442"
25/02/2020 09:30,"5287.6665"
25/02/2020 09:45,"5612.6665"
25/02/2020 10:00,"5056"
25/02/2020 10:15,"5834.333"
25/02/2020 10:30,"9745"
25/02/2020 10:45,"12786"
25/02/2020 11:00,"12699.667"
25/02/2020 11:15,"13415.666"
25/02/2020 11:30,"16036"
25/02/2020 11:45,"17781.666"
25/02/2020 12:00,"12498"
25/02/2020 12:15,"11895"
25/02/2020 12:30,"18626.668"
25/02/2020 12:45,"20211.334"
25/02/2020 13:00,"18420"
25/02/2020 13:15,"15621.666"
25/02/2020 13:30,"17323"
25/02/2020 13:45,"11576.334"
25/02/2020 14:00,"9253.667"
25/02/2020 14:15,"8965"
25/02/2020 14:30,"9232"
25/02/2020 14:45,"12895.334"
25/02/2020 15:00,"13226.667"
25/02/2020 15:15,"12765.334"
25/02/2020 15:30,"9190.333"
25/02/2020 15:45,"8405.666"
25/02/2020 16:00,"3365.6665"
25/02/2020 16:15,"3838.6667"
25/02/2020 16:30,"3470.667"
